track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cluster
13534,7990,2893,67,19316,6934,4375,292,235,2,3,0.437,0.774,8,-4.918,1,0.0554,0.148,0.0,0.133,0.329,123.125,203733,2
24092,2417,5633,67,7132,2292,4242,292,235,2,3,0.744,0.726,1,-4.675,1,0.0463,0.0399,0.0,0.374,0.687,121.985,192507,2
13294,16611,743,68,20838,13898,4288,292,235,2,3,0.572,0.915,5,-4.451,0,0.0625,0.0111,0.0,0.339,0.678,123.919,164516,2
18472,18589,6098,63,8618,15395,4341,292,235,2,3,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,255238,2
4470,18040,2782,66,5071,14975,4490,292,235,2,3,0.805,0.835,0,-4.603,1,0.0896,0.13,5.03e-06,0.365,0.722,125.028,188230,2
19999,828,133,60,13868,903,4275,292,235,2,3,0.694,0.901,1,-4.322,0,0.0948,0.0702,0.0,0.427,0.368,118.051,173548,2
12632,16846,2333,65,3437,14064,4158,292,235,2,3,0.678,0.747,10,-5.289,0,0.165,0.0395,0.0,0.174,0.516,120.002,189375,2
1008,4393,8195,69,6850,3938,4223,292,235,2,3,0.746,0.557,1,-6.722,1,0.0542,0.103,0.0036,0.138,0.324,111.961,159404,1
10591,11049,8793,35,456,9209,4436,292,235,2,3,0.467,0.821,7,-5.466,1,0.0934,0.00791,0.000441,0.131,0.232,122.676,185366,2
15994,8125,743,70,9133,7025,4382,292,235,2,3,0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,215238,2
11630,764,7601,64,17087,860,4382,292,235,2,3,0.708,0.913,9,-4.329,0,0.0348,0.089,0.081,0.113,0.707,135.016,170667,2
6478,5052,2333,62,4518,4504,4280,292,235,2,3,0.684,0.818,4,-4.477,0,0.128,0.0469,3.39e-06,0.119,0.336,123.938,210968,2
10687,17645,133,70,18656,14662,4443,292,235,2,3,0.732,0.85,1,-5.999,1,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,193548,2
17767,4932,9215,58,17305,4427,4295,292,235,2,3,0.62,0.889,11,-3.785,1,0.0352,0.0163,1.86e-05,0.395,0.422,110.018,205093,2
20471,8448,5402,63,3968,7281,4321,292,235,2,3,0.675,0.76,11,-7.037,1,0.0434,0.104,0.0,0.33,0.468,124.933,172800,2
8531,14406,6093,66,3120,11941,4368,292,235,2,3,0.682,0.851,1,-7.117,0,0.0363,0.0146,0.000834,0.0289,0.348,126.0,192381,2
7265,3628,2893,8,16333,3307,4191,292,235,2,3,0.663,0.905,1,-3.781,0,0.0511,0.0325,0.0,0.333,0.397,125.996,175000,2
15870,17739,730,62,14074,14716,4294,292,235,2,3,0.625,0.938,6,-3.983,1,0.0517,0.00432,0.00026,0.0923,0.371,127.997,166875,2
6209,21963,6873,30,18557,18678,4262,292,235,2,3,0.679,0.909,1,-2.929,1,0.105,0.0334,0.0,0.269,0.819,119.885,155080,2
5769,12963,1677,56,7178,10794,4450,292,235,2,3,0.641,0.869,11,-4.754,1,0.0423,0.0319,0.00131,0.403,0.358,128.091,178125,2
16507,17452,8747,56,6032,14492,4132,292,235,2,3,0.702,0.814,0,-7.51,0,0.0841,0.107,3.03e-05,0.374,0.503,121.993,172000,2
943,16473,10416,58,19953,13774,4127,292,235,2,3,0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,177097,2
25987,20416,730,60,19422,17389,4395,292,235,2,3,0.742,0.864,0,-5.06,1,0.0976,0.00141,0.00467,0.241,0.727,125.032,169935,2
27667,15736,4294,60,12473,13089,4471,292,235,2,3,0.716,0.815,10,-4.121,1,0.0533,0.108,0.0,0.163,0.351,124.975,220413,2
17740,11786,5786,55,9431,9775,4321,292,235,2,3,0.748,0.831,1,-5.029,1,0.115,0.0823,7.36e-05,0.0757,0.894,128.024,185273,2
18180,7900,6093,59,11915,6863,4132,292,235,2,3,0.816,0.833,5,-5.972,1,0.0511,0.126,9.09e-06,0.0625,0.793,122.032,170164,2
26269,17425,9215,63,10413,14476,4014,292,235,2,3,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,172360,2
24600,7535,4031,67,5454,6516,4341,292,235,2,3,0.563,0.81,2,-2.921,1,0.0522,0.00522,0.0,0.0846,0.495,129.975,247385,2
19971,14839,929,55,1389,12320,4327,292,235,2,3,0.728,0.815,11,-2.878,0,0.046,0.00223,0.000317,0.101,0.681,124.019,218015,2
21322,22077,1675,56,9146,18748,4443,292,235,2,3,0.846,0.773,5,-3.503,1,0.0473,0.0141,2.23e-05,0.204,0.586,124.008,200444,2
24727,8348,5170,87,14389,7197,4328,292,235,2,3,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,1
10524,20975,646,62,19605,17874,4436,292,235,2,3,0.678,0.928,3,-3.66,0,0.0597,0.0303,3.33e-05,0.143,0.663,116.892,150160,2
14393,22948,1080,83,19656,19352,4340,292,235,2,3,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,194840,1
14919,6784,730,55,19991,5957,4450,292,235,2,3,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466,2
11600,8131,8452,61,19375,7030,4295,292,235,2,3,0.622,0.859,5,-7.626,1,0.0636,0.000609,0.746,0.0909,0.442,121.968,218373,2
9973,21930,8306,56,3125,18651,4443,292,235,2,3,0.789,0.893,10,-4.364,0,0.168,0.0538,0.0,0.221,0.41,121.956,144073,2
25955,7474,1675,57,7112,6476,4368,292,235,2,3,0.64,0.838,6,-4.203,1,0.0416,0.0588,1.99e-05,0.0424,0.587,124.081,193861,2
22392,1017,2994,56,8241,1068,4315,292,235,2,3,0.609,0.764,5,-4.564,0,0.111,0.0994,0.0,0.197,0.531,128.082,200625,2
506,12692,920,53,13887,10566,4416,292,235,2,3,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951,166237,2
4288,23080,10534,56,7835,19482,4184,292,235,2,3,0.75,0.81,0,-4.607,0,0.0572,0.0917,1.59e-05,0.111,0.48,120.038,171500,2
21272,4038,8793,34,18247,3641,4461,292,235,2,3,0.535,0.956,1,-2.996,0,0.0343,0.000609,0.0109,0.262,0.12,127.984,266719,2
13650,14248,5454,74,17759,11826,4271,292,235,2,3,0.766,0.771,6,-9.108,1,0.0576,0.00407,3.76e-06,0.113,0.297,140.036,204027,1
21165,11889,8747,46,9336,9842,4464,292,235,2,3,0.649,0.821,10,-4.952,0,0.0472,0.017,0.000347,0.0655,0.394,125.977,203968,2
12191,15517,1501,63,21646,12925,4096,292,235,2,3,0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,190417,1
9452,6544,7601,55,242,5741,4491,292,235,2,3,0.355,0.789,5,-4.358,0,0.165,0.0148,0.0,0.0355,0.169,80.444,237686,2
14204,21789,10126,52,4409,18566,4450,292,235,2,3,0.542,0.84,0,-5.283,0,0.0419,0.0336,8.45e-05,0.277,0.509,118.02,180361,2
6705,3944,7068,67,4666,3556,4450,292,235,2,3,0.735,0.5,8,-11.297,1,0.0511,0.415,3.12e-05,0.13,0.119,126.1,139048,1
19765,11508,2170,63,14196,9558,4368,292,235,2,3,0.752,0.84,6,-4.451,0,0.0373,0.00486,0.0109,0.0916,0.461,124.002,279800,2
25180,863,8581,60,16828,932,4382,292,235,2,3,0.748,0.903,3,-5.877,0,0.0385,0.0324,0.0,0.106,0.751,115.018,217043,2
22569,20482,8088,45,8145,10402,4506,292,235,2,3,0.607,0.955,7,-3.613,0,0.102,0.0163,0.121,0.0725,0.501,125.984,230476,2
16083,18248,2333,58,15159,15147,4340,292,235,2,3,0.607,0.995,9,-2.325,0,0.0487,0.0921,0.002,0.0445,0.664,124.998,188640,2
6596,22299,4885,51,16365,18923,4401,292,235,2,3,0.679,0.786,1,-6.918,0,0.132,0.119,5.89e-06,0.224,0.47,126.092,196613,2
16930,16669,3414,58,9203,13950,4464,292,235,2,3,0.714,0.801,5,-5.8,0,0.0301,0.0204,0.00615,0.334,0.292,124.015,210000,2
22368,1901,929,56,18433,1843,4078,292,235,2,3,0.69,0.862,2,-4.154,1,0.0944,0.0611,1.85e-05,0.238,0.453,121.975,187869,2
14178,19077,4988,60,11651,15782,4240,292,235,2,3,0.775,0.867,4,-7.388,0,0.204,0.0158,0.0117,0.0355,0.565,128.956,273229,2
15993,18128,3894,48,4164,15054,4429,292,235,2,3,0.814,0.838,11,-5.547,1,0.0763,0.001,0.0223,0.0185,0.959,121.978,255861,2
22995,5055,6071,56,21848,4508,4422,292,235,2,3,0.784,0.779,8,-5.48,1,0.0387,0.0357,0.025,0.0245,0.459,124.994,216714,2
7697,20525,4294,56,18845,17480,4402,292,235,2,3,0.367,0.783,6,-4.504,1,0.154,0.00515,0.0,0.0545,0.289,88.013,192653,2
22400,8110,640,65,49,7015,3875,292,235,2,3,0.609,0.83,6,-3.759,0,0.0793,0.201,6.18e-05,0.0321,0.604,117.833,238451,2
293,3018,9215,39,4113,19005,4301,88,190,2,3,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653,2
3025,15370,8189,83,11756,10057,4295,88,190,2,3,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444,2
20725,8245,6093,83,18589,7115,4223,88,190,2,3,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,1
22702,5493,68,71,4040,4839,4341,88,190,2,3,0.564,0.747,5,-3.374,1,0.0584,0.0728,0.0,0.151,0.717,97.878,165767,2
15967,17569,2893,81,15031,14605,4256,88,190,2,3,0.669,0.801,8,-5.445,1,0.136,0.268,0.0,0.0594,0.541,109.919,201072,1
19590,13475,4897,85,9715,11222,4301,88,190,2,3,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,2
15455,901,3695,76,2821,970,4240,88,190,2,3,0.513,0.788,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.234,139.987,238459,2
20139,9098,6676,71,788,7702,4275,88,190,2,3,0.72,0.864,0,-3.249,1,0.208,0.0856,0.0,0.16,0.659,96.048,191612,2
14237,18042,2782,65,278,14977,4422,88,190,2,3,0.789,0.858,5,-4.388,1,0.0404,0.22,4.58e-05,0.335,0.491,110.012,173455,2
25205,19057,9215,67,3888,19009,4353,88,190,2,3,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,209893,0
12331,923,10416,74,14403,984,4321,88,190,2,3,0.665,0.799,6,-2.868,0,0.0617,0.18,0.0,0.125,0.5,101.976,228112,2
15841,21811,4606,81,19427,18580,4236,88,190,2,3,0.46,0.8,1,-3.584,1,0.05,0.289,6.16e-06,0.121,0.553,102.46,220396,2
7120,22297,4885,71,188,18920,4315,88,190,2,3,0.362,0.921,1,-3.815,0,0.486,0.123,0.0,0.19,0.529,172.191,180840,2
7220,2408,3695,75,10229,2282,4436,88,190,2,3,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,214634,2
23910,13942,5170,73,9533,11588,4294,88,190,2,3,0.618,0.66,11,-8.14,0,0.0372,0.0292,2.07e-06,0.325,0.408,105.0,210944,2
21358,16472,10416,79,6366,13773,4095,88,190,2,3,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,1
4090,9209,6676,74,8686,7753,3903,88,190,2,3,0.661,0.725,6,-4.859,1,0.0563,0.0253,0.0,0.123,0.605,119.927,197939,2
11652,2085,62,63,12299,2023,4218,88,190,2,3,0.571,0.752,3,-4.872,1,0.0293,0.0196,6.92e-05,0.114,0.25,102.043,192941,2
14377,3242,5170,79,4631,2959,4262,88,190,2,3,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215316,1
23757,15280,4606,16,20213,2236,4114,88,190,2,3,0.652,0.898,7,-4.481,0,0.0361,0.29,0.0,0.073,0.472,114.043,193377,2
18542,11676,8410,75,11622,9683,4077,88,190,2,3,0.706,0.855,10,-5.377,1,0.215,0.0911,0.0,0.347,0.293,107.184,201253,2
25419,9695,4031,75,17528,622,4375,88,190,2,3,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,220730,2
26416,9369,5633,55,9274,7820,4341,88,190,2,3,0.876,0.856,4,-3.884,1,0.0486,0.0812,1.29e-06,0.457,0.685,121.991,185062,2
24661,16609,743,30,21243,13897,4254,88,190,2,3,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,1
9407,7951,4370,62,4931,14701,4341,88,190,2,3,0.906,0.832,5,-3.004,0,0.0718,0.0909,0.0,0.152,0.751,104.03,159753,2
523,19644,10426,84,21998,16592,3860,88,190,2,3,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,1
6426,21464,6676,70,17142,18308,4416,88,190,2,3,0.693,0.674,5,-4.449,1,0.0723,0.185,0.0,0.0639,0.378,95.972,160998,1
24516,4037,8793,37,7699,3640,4341,88,190,2,3,0.672,0.815,1,-6.476,0,0.0981,0.00246,0.0,0.577,0.341,115.033,226093,2
7032,13378,3695,70,15122,6614,4442,88,190,2,3,0.581,0.76,0,-3.962,1,0.0406,0.16,0.0,0.183,0.523,104.099,205787,2
24817,7534,4031,74,12548,6515,4284,88,190,2,3,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,216668,2
19988,5012,5859,85,2620,8330,4177,88,190,2,3,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,2
6676,13922,106,36,5246,11578,4318,88,190,2,3,0.691,0.538,0,-9.952,1,0.103,0.246,0.163,0.178,0.329,99.972,182668,1
4920,11048,8793,52,19751,9208,4396,88,190,2,3,0.661,0.758,7,-5.299,1,0.0864,0.0797,0.0,0.106,0.387,114.098,224061,2
26267,11888,8747,58,6123,9841,4429,88,190,2,3,0.653,0.69,1,-5.003,1,0.0756,0.109,0.0,0.136,0.652,110.214,178501,2
8403,16650,344,72,653,13936,4315,88,190,2,3,0.734,0.693,0,-6.474,1,0.0361,0.0878,0.0,0.341,0.55,110.021,154024,2
15957,17619,10483,64,21409,8089,4051,88,190,2,3,0.663,0.696,11,-5.994,1,0.0349,0.0563,6.25e-06,0.226,0.449,139.98,197880,2
6594,16808,162,63,2789,14037,4184,88,190,2,3,0.55,0.899,5,-3.284,0,0.0458,0.0113,9.65e-05,0.137,0.408,125.85,170079,2
5000,15446,5905,77,4563,12855,3589,88,190,2,3,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,2
5786,13790,6098,76,21263,11488,4210,88,190,2,3,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,207095,2
898,6300,3695,74,4921,5547,3590,88,190,2,3,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,248156,2
20870,5763,1599,56,22544,5124,4341,88,190,2,3,0.625,0.719,4,-5.541,1,0.0612,0.048,0.0,0.0668,0.326,101.091,202072,2
11183,6150,3444,77,4217,5426,4443,88,190,2,3,0.547,0.795,8,-3.721,1,0.0489,0.145,0.0,0.11,0.723,118.118,186805,2
12131,19992,5170,71,17300,17046,4203,88,190,2,3,0.673,0.596,10,-7.891,1,0.0354,0.166,0.0,0.11,0.19,123.969,208567,1
26566,14887,1571,64,6117,4101,4288,88,190,2,3,0.699,0.633,6,-6.547,1,0.0362,0.0453,0.0,0.101,0.458,123.449,184533,1
12198,16280,9605,82,1887,13635,4301,88,190,2,3,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.767,114.996,198996,2
19467,5665,8480,81,11783,5014,4056,88,190,2,3,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,2
23320,11192,8383,41,14301,9307,3862,88,190,2,3,0.655,0.427,2,-11.684,0,0.0799,0.295,0.00108,0.0788,0.224,107.992,215446,3
6371,8972,10492,62,21504,5386,4139,88,190,2,3,0.79,0.865,6,-4.159,1,0.0438,0.0264,0.0892,0.24,0.362,122.99,189165,2
20360,14027,1571,5,5749,11650,4216,88,190,2,3,0.611,0.737,0,-5.154,0,0.0476,0.0145,0.0,0.107,0.574,124.169,200318,2
15113,769,7601,72,17131,861,4443,88,190,2,3,0.726,0.763,4,-6.872,1,0.0882,0.524,2.64e-06,0.0943,0.516,128.02,160312,1
14982,13374,2197,24,8695,11133,4375,88,190,2,3,0.714,0.705,10,-6.479,1,0.0995,0.292,0.000386,0.126,0.471,114.994,219521,1
88,6510,5622,58,22211,5712,3775,88,190,2,3,0.619,0.938,5,-5.245,1,0.35,0.0257,1.39e-05,0.128,0.601,94.38,207428,2
22447,17944,646,65,11796,14861,4341,88,190,2,3,0.575,0.808,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.232,127.922,179531,2
3570,18939,344,64,10608,595,4223,88,190,2,3,0.768,0.808,5,-1.818,1,0.112,0.00627,5.33e-06,0.343,0.664,119.971,166000,2
7521,17921,2849,53,2838,4380,4368,88,190,2,3,0.767,0.605,6,-5.737,0,0.188,0.559,0.000363,0.193,0.657,107.042,203200,1
16624,8512,6098,72,4781,7323,4375,88,190,2,3,0.466,0.612,8,-4.855,0,0.0307,0.0655,4.07e-06,0.132,0.236,128.114,239067,2
2454,17494,3041,39,9481,14532,4256,88,190,2,3,0.434,0.917,9,-3.613,0,0.0633,0.301,1.8e-05,0.289,0.622,121.967,147554,2
25286,17995,4547,75,4180,14930,4249,88,190,2,3,0.744,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,188640,2
18431,18126,3894,60,21198,15052,4300,88,190,2,3,0.837,0.818,8,-4.474,0,0.0533,0.0527,0.00642,0.11,0.484,109.993,157159,2
24614,19851,5489,18,3486,16894,4362,88,190,2,3,0.514,0.856,2,-4.285,1,0.0717,0.00123,6.34e-06,0.544,0.351,117.014,228502,2
25050,18246,10426,79,3813,15145,3583,88,190,2,3,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,1
5150,12693,646,60,16393,1686,4443,88,190,2,3,0.466,0.869,3,-4.275,1,0.0529,0.0142,0.00241,0.115,0.185,126.113,187150,2
17948,19062,2170,83,1649,15771,4078,88,190,2,3,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,1
26040,3639,9215,85,2550,3316,3424,88,190,2,3,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,1
8308,16849,6992,47,21014,14066,2949,88,190,2,3,0.647,0.624,9,-8.446,1,0.0451,0.025,0.056,0.0616,0.477,115.002,243091,0
21792,3584,10426,74,21836,3259,2370,88,190,2,3,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,271427,0
24484,17833,1878,80,5409,14791,3950,88,190,2,3,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,2
13308,16877,6098,81,8566,14086,3564,88,190,2,3,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,1
27239,6854,4736,76,21741,6016,3730,88,190,2,3,0.743,0.733,8,-5.337,1,0.0375,0.00402,0.0,0.304,0.622,104.977,189467,2
24039,15773,9188,96,18170,13136,4430,88,190,2,3,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,1
19469,15516,1501,84,8500,12924,4037,88,190,2,3,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,2
3023,20699,7892,86,21985,17626,4402,88,190,2,3,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,208474,2
24450,11241,8218,68,13808,9355,3573,88,190,2,3,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,239853,2
25734,189,2333,66,713,245,3675,88,190,2,3,0.551,0.651,8,-5.828,0,0.0594,0.225,0.0,0.224,0.562,144.875,194907,2
23370,17935,9215,83,12587,10412,3621,88,190,2,3,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,1
27010,14359,1501,85,21084,11911,3918,88,190,2,3,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,2
14455,8261,344,73,2642,5879,3113,88,190,2,3,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896,210013,2
3707,9917,5170,69,13124,8267,3579,88,190,2,3,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,1
17263,11087,6756,69,12489,13113,2370,88,190,2,3,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,251627,0
2742,11086,2170,81,154,5116,3430,88,190,2,3,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,2
14268,16430,9215,73,6616,13753,3132,88,190,2,3,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,2
8825,18270,10426,61,14416,3260,2369,88,190,2,3,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,217347,2
4287,10901,2545,19,4636,14237,2552,88,190,2,3,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,255632,0
14125,6541,2333,57,7222,335,4064,88,190,2,3,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,2
519,17995,4736,81,18225,12994,3238,88,190,2,3,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,2
2182,20069,1501,79,11203,17101,3357,88,190,2,3,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160,2
17043,21375,743,84,5491,17540,2552,88,190,2,3,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,0
848,9653,2721,84,4773,8033,3971,88,190,2,3,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,2
2727,20257,2333,66,16313,11627,2310,88,190,2,3,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,2
2843,21992,8543,8,18225,12994,3238,88,190,2,3,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42,242520,0
17669,6502,4897,64,7756,15908,2064,88,190,2,3,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,227893,2
1026,12607,4172,61,14752,10490,3763,88,190,2,3,0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.009,209733,2
4971,5163,8909,27,7014,17889,2370,88,190,2,3,0.614,0.832,11,-3.419,0,0.0522,0.11,0.0,0.185,0.429,129.038,213169,2
5568,2918,4742,74,17731,15706,3465,88,190,2,3,0.669,0.832,0,-5.72,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547,2
26089,1175,2893,57,12021,6809,2370,88,190,2,3,0.702,0.781,0,-4.081,1,0.03,0.433,0.0,0.135,0.382,102.997,286322,0
1952,15277,5277,69,6561,16376,1792,88,190,2,3,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33e-06,0.121,0.776,119.001,237200,2
7438,8641,1501,77,10569,7447,3151,88,190,2,3,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640,2
21824,9698,7939,74,20840,8072,4520,92,207,2,3,0.57,0.672,8,-5.89,0,0.0723,0.177,0.0,0.0768,0.448,120.019,208222,1
23512,22275,8468,5,5648,6275,4416,92,207,2,3,0.67,0.89,5,-3.785,0,0.0576,0.122,0.0,0.333,0.568,124.967,206440,2
9354,22301,4885,57,16365,18923,4401,92,207,2,3,0.708,0.727,9,-7.647,1,0.0389,0.0201,0.676,0.37,0.512,120.012,231480,2
1391,4871,3966,68,6475,4387,4499,92,207,2,3,0.654,0.787,4,-4.999,1,0.0502,0.00515,0.0,0.144,0.409,123.978,164490,2
20626,13665,7300,65,5078,11405,4355,92,207,2,3,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,168547,1
13216,22379,5842,58,21072,18986,4184,92,207,2,3,0.704,0.929,0,-4.447,1,0.0395,0.0395,0.0249,0.181,0.633,126.055,155238,2
1786,9787,2520,81,21052,8160,4335,92,207,2,3,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,184558,2
13838,2072,953,68,18363,2008,4520,92,207,2,3,0.682,0.855,7,-3.282,1,0.0401,0.0566,1e-06,0.101,0.304,124.004,198743,2
8304,2874,6472,43,8989,2684,4321,92,207,2,3,0.627,0.662,7,-7.104,0,0.0349,0.0922,0.000166,0.143,0.596,124.039,159194,2
18681,874,5842,57,21755,946,4499,92,207,2,3,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007,165714,1
18994,3019,9215,58,5293,2798,4348,92,207,2,3,0.577,0.844,7,-3.364,1,0.0406,0.00407,6.13e-06,0.499,0.283,115.066,183653,2
19458,11757,3415,58,14055,9756,4498,92,207,2,3,0.632,0.816,8,-4.584,1,0.0349,0.00205,0.106,0.119,0.134,127.95,202500,2
26098,11639,5809,91,5422,9649,4429,92,207,2,3,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,1
